UID,nickname,날짜,누적공적,공적차,누적점수,점수차,일일공적,prev_date,prev_score
1241905.0,직원A,2025-03-29,30925.0,1506,88406.0,13280,180.0,2025-03-28,75126.0
1241905.0,직원A,2025-04-12,32185.0,1260,0.0,-1,0.0,2025-03-29,88406.0
1241905.0,직원A,2025-04-13,33704.0,1519,13408.0,13408,180.0,2025-04-12,0.0
1241905.0,직원A,2025-04-14,35232.0,1528,26913.0,13505,180.0,2025-04-13,13408.0
1241905.0,직원A,2025-04-15,36771.0,1539,40516.0,13603,180.0,2025-04-14,26913.0
1241905.0,직원A,2025-04-16,38302.0,1531,54045.0,13529,180.0,2025-04-15,40516.0
2131202.0,체다치즈,2025-03-22,630.0,-1,0.0,-1,0.0,,
2131202.0,체다치즈,2025-03-23,1625.0,995,8465.0,8465,150.0,2025-03-22,0.0
2131202.0,체다치즈,2025-03-24,2619.0,994,16915.0,8450,150.0,2025-03-23,8465.0
2131202.0,체다치즈,2025-03-25,3628.0,1009,25514.0,8599,150.0,2025-03-24,16915.0
2131202.0,체다치즈,2025-03-26,4623.0,995,33979.0,8465,150.0,2025-03-25,25514.0
2131202.0,체다치즈,2025-03-27,5625.0,1002,42506.0,8527,150.0,2025-03-26,33979.0
2131202.0,체다치즈,2025-03-28,7098.0,1473,55447.0,12941,180.0,2025-03-27,42506.0
2131202.0,체다치즈,2025-03-29,7633.0,535,59597.0,4150,120.0,2025-03-28,55447.0
2131202.0,체다치즈,2025-04-12,8893.0,1260,0.0,-1,0.0,2025-03-29,59597.0
2131202.0,체다치즈,2025-04-13,9964.0,1071,9225.0,9225,150.0,2025-04-12,0.0
2131202.0,체다치즈,2025-04-14,11030.0,1066,18401.0,9176,150.0,2025-04-13,9225.0
2131202.0,체다치즈,2025-04-15,12110.0,1080,27711.0,9310,150.0,2025-04-14,18401.0
2131202.0,체다치즈,2025-04-16,13184.0,1074,36967.0,9256,150.0,2025-04-15,27711.0
41958.0,파아란,2025-02-08,0.0,-1,0.0,-1,0.0,,
41958.0,파아란,2025-02-09,587.0,587,4383.0,4383,150.0,2025-02-08,0.0
41958.0,파아란,2025-02-10,1187.0,600,8896.0,4513,150.0,2025-02-09,4383.0
41958.0,파아란,2025-02-11,1829.0,642,13823.0,4927,150.0,2025-02-10,8896.0
41958.0,파아란,2025-02-12,2487.0,658,18914.0,5091,150.0,2025-02-11,13823.0
41958.0,파아란,2025-02-13,3146.0,659,24021.0,5107,150.0,2025-02-12,18914.0
41958.0,파아란,2025-02-14,3751.0,605,28572.0,4551,150.0,2025-02-13,24021.0
41958.0,파아란,2025-02-15,4419.0,668,33759.0,5187,150.0,2025-02-14,28572.0
41958.0,파아란,2025-03-01,5679.0,1260,0.0,-1,0.0,2025-02-15,33759.0
41958.0,파아란,2025-03-02,6593.0,914,7352.0,7352,180.0,2025-03-01,0.0
41958.0,파아란,2025-03-03,7471.0,878,14349.0,6997,180.0,2025-03-02,7352.0
41958.0,파아란,2025-03-04,8432.0,961,22171.0,7822,180.0,2025-03-03,14349.0
41958.0,파아란,2025-03-05,9336.0,904,29418.0,7247,180.0,2025-03-04,22171.0
41958.0,파아란,2025-03-06,10318.0,982,37458.0,8040,180.0,2025-03-05,29418.0
41958.0,파아란,2025-03-07,11308.0,990,45565.0,8107,180.0,2025-03-06,37458.0
41958.0,파아란,2025-03-08,12253.0,945,53222.0,7657,180.0,2025-03-07,45565.0
41958.0,파아란,2025-03-22,13513.0,1260,0.0,-1,0.0,2025-03-08,53222.0
41958.0,파아란,2025-03-23,14458.0,945,7963.0,7963,150.0,2025-03-22,0.0
41958.0,파아란,2025-03-24,15426.0,968,16158.0,8195,150.0,2025-03-23,7963.0
41958.0,파아란,2025-03-25,16427.0,1001,24673.0,8515,150.0,2025-03-24,16158.0
41958.0,파아란,2025-03-26,17428.0,1001,33192.0,8519,150.0,2025-03-25,24673.0
41958.0,파아란,2025-03-27,18427.0,999,41696.0,8504,150.0,2025-03-26,33192.0
41958.0,파아란,2025-03-28,19430.0,1003,50232.0,8536,150.0,2025-03-27,41696.0
41958.0,파아란,2025-03-29,20448.0,1018,58922.0,8690,150.0,2025-03-28,50232.0
41958.0,파아란,2025-04-12,21708.0,1260,0.0,-1,0.0,2025-03-29,58922.0
41958.0,파아란,2025-04-13,21798.0,90,0.0,0,90.0,2025-04-12,0.0
41958.0,파아란,2025-04-14,23282.0,1484,13047.0,13047,180.0,2025-04-13,0.0
41958.0,파아란,2025-04-15,24775.0,1493,26188.0,13141,180.0,2025-04-14,13047.0
41958.0,파아란,2025-04-16,25828.0,1053,35220.0,9032,150.0,2025-04-15,26188.0
389157.0,페리,2025-03-22,810.0,-1,0.0,-1,0.0,,
389157.0,페리,2025-03-23,2251.0,1441,12622.0,12622,180.0,2025-03-22,0.0
389157.0,페리,2025-03-24,3708.0,1457,25403.0,12781,180.0,2025-03-23,12622.0
389157.0,페리,2025-03-25,5198.0,1490,38526.0,13123,180.0,2025-03-24,25403.0
389157.0,페리,2025-03-26,6672.0,1474,51482.0,12956,180.0,2025-03-25,38526.0
389157.0,페리,2025-03-27,8159.0,1487,64563.0,13081,180.0,2025-03-26,51482.0
389157.0,페리,2025-03-28,9676.0,1517,77947.0,13384,180.0,2025-03-27,64563.0
389157.0,페리,2025-03-29,11238.0,1562,91776.0,13829,180.0,2025-03-28,77947.0
389157.0,페리,2025-04-12,12498.0,1260,0.0,-1,0.0,2025-03-29,91776.0
389157.0,페리,2025-04-13,14056.0,1558,13800.0,13800,180.0,2025-04-12,0.0
389157.0,페리,2025-04-14,15644.0,1588,27907.0,14107,180.0,2025-04-13,13800.0
389157.0,페리,2025-04-15,17231.0,1587,41999.0,14092,180.0,2025-04-14,27907.0
389157.0,페리,2025-04-16,18809.0,1578,55995.0,13996,180.0,2025-04-15,41999.0
1861815.0,프리렌,2025-02-08,450.0,-1,0.0,-1,0.0,,
1861815.0,프리렌,2025-02-09,1412.0,962,7831.0,7831,180.0,2025-02-08,0.0
1861815.0,프리렌,2025-02-10,2427.0,1015,16196.0,8365,180.0,2025-02-09,7831.0
1861815.0,프리렌,2025-02-11,3562.0,1135,25758.0,9562,180.0,2025-02-10,16196.0
1861815.0,프리렌,2025-02-12,4612.0,1050,34468.0,8710,180.0,2025-02-11,25758.0
1861815.0,프리렌,2025-02-13,5669.0,1057,43245.0,8777,180.0,2025-02-12,34468.0
1861815.0,프리렌,2025-02-14,6789.0,1120,52666.0,9421,180.0,2025-02-13,43245.0
1861815.0,프리렌,2025-02-15,7835.0,1046,61340.0,8674,180.0,2025-02-14,52666.0
1861815.0,프리렌,2025-03-01,9095.0,1260,0.0,-1,0.0,2025-02-15,61340.0
1861815.0,프리렌,2025-03-02,10199.0,1104,9244.0,9244,180.0,2025-03-01,0.0
1861815.0,프리렌,2025-03-03,11274.0,1075,18216.0,8972,180.0,2025-03-02,9244.0
1861815.0,프리렌,2025-03-04,12358.0,1084,27268.0,9052,180.0,2025-03-03,18216.0
1861815.0,프리렌,2025-03-05,13468.0,1110,36587.0,9319,180.0,2025-03-04,27268.0
1861815.0,프리렌,2025-03-06,14614.0,1146,46258.0,9671,180.0,2025-03-05,36587.0
1861815.0,프리렌,2025-03-07,15781.0,1167,56139.0,9881,180.0,2025-03-06,46258.0
1861815.0,프리렌,2025-03-08,16932.0,1151,65866.0,9727,180.0,2025-03-07,56139.0
